name,description,published,updated,status,periodStartToEnd,coverage
Birmingham New Local Plan Timetable,We are working on a new Local Plan for Birmingham which will guide how the city will develop in the future and provide policies to guide decisions on development proposals and planning applications up to 2042.,5-Jan-23,5-Jan-23,New Local Plan,2022 - 2024,City Wide
