name,description,published,updated,status,period-start-date,period-end-date,coverage
Birmingham New Local Plan Timetable,We are working on a new Local Plan for Birmingham which will guide how the city will develop in the future and provide policies to guide decisions on development proposals and planning applications up to 2042.,05-Jan-23,05-Jan-23,New Local Plan,2022,2042,City Wide
